title,label,summary
A Generic Algorithm for Top-K On-Shelf Utility Mining,1,On-shelf utility mining (OSUM) is an emerging research direction in data mining. It aims to discover itemsets that have high relative utility in their selling time period. Compared with traditional utility mining OSUM can find more practical and meaningful patterns in real-life applications. However there is a major drawback to traditional OSUM. For normal users it is hard to define a minimum threshold minutil for mining the right amount of on-shelf high utility itemsets. On one hand if the threshold is set too high the number of patterns would not be enough. On the other hand if the threshold is
Enabling a Zero Trust Architecture in a 5G-enabled Smart Grid,2,One of the most promising applications of the IoT is the Smart Grid (SG). Integrating SG's data communications network into the power grid allows gathering and analyzing information from power lines distribution power stations and end users. A smart grid (SG) requires a prompt and dependable connection to provide real-time monitoring through the IoT. Hence 5G could be considered a catalyst for upgrading the existing power grid systems. Nonetheless the additional attack surface of information infrastructure has been brought about by the widespread adoption of ubiquitous connectivity in 5G to which the typical information security system in the smart grid
Generalized Optimality Guarantees for Solving Continuous Observation POMDPs through Particle Belief MDP Approximation,0,Partially observable Markov decision processes (POMDPs) provide a flexible representation for real-world decision and control problems. However POMDPs are notoriously difficult to solve especially when the state and observation spaces are continuous or hybrid which is often the case for physical systems. While recent online sampling-based POMDP algorithms that plan with observation likelihood weighting have shown practical effectiveness a general theory bounding the approximation error of the particle filtering techniques that these algorithms use has not previously been proposed. Our main contribution is to formally justify that optimality guarantees in a finite sample particle belief MDP (PB-MDP) approximation of a
Citation Trajectory Prediction via Publication Influence Representation Using Temporal Knowledge Graph,0,Predicting the impact of publications in science and technology has become an important research area which is useful in various real world scenarios such as technology investment research direction selection and technology policymaking. Citation trajectory prediction is one of the most popular tasks in this area. Existing approaches mainly rely on mining temporal and graph data from academic articles. Some recent methods are capable of handling cold-start prediction by aggregating metadata features of new publications. However the implicit factors causing citations and the richer information from handling temporal and attribute features still need to be explored. In this paper we
Opportunistic Qualitative Planning in Stochastic Systems with Incomplete Preferences over Reachability Objectives,0,Preferences play a key role in determining what goals/constraints to satisfy when not all constraints can be satisfied simultaneously. In this paper we study how to synthesize preference satisfying plans in stochastic systems modeled as an MDP given a (possibly incomplete) combinative preference model over temporally extended goals. We start by introducing new semantics to interpret preferences over infinite plays of the stochastic system. Then we introduce a new notion of improvement to enable comparison between two prefixes of an infinite play. Based on this we define two solution concepts called safe and positively improving (SPI) and safe and almost-surely
Are Pretrained Multilingual Models Equally Fair Across Languages?,3,Pretrained multilingual language models can help bridge the digital language divide enabling high-quality NLP models for lower resourced languages. Studies of multilingual models have so far focused on performance consistency and cross-lingual generalisation. However with their wide-spread application in the wild and downstream societal impact it is important to put multilingual models under the same scrutiny as monolingual models. This work investigates the group fairness of multilingual models asking whether these models are equally fair across languages. To this end we create a new four-way multilingual dataset of parallel cloze test examples (MozArt) equipped with demographic information (balanced with regard
GANTouch: An Attack-Resilient Framework for Touch-based Continuous Authentication System,2,Previous studies have shown that commonly studied (vanilla) implementations of touch-based continuous authentication systems (V-TCAS) are susceptible to active adversarial attempts. This study presents a novel Generative Adversarial Network assisted TCAS (G-TCAS) framework and compares it to the V-TCAS under three active adversarial environments viz. Zero-effort Population and Random-vector. The Zero-effort environment was implemented in two variations viz. Zero-effort (same-dataset) and Zero-effort (cross-dataset). The first involved a Zero-effort attack from the same dataset while the second used three different datasets. G-TCAS showed more resilience than V-TCAS under the Population and Random-vector the more damaging adversarial scenarios than the Zero-effort. On
Towards Structure-aware Paraphrase Identification with Phrase Alignment Using Sentence Encoders,3,Previous works have demonstrated the effectiveness of utilising pre-trained sentence encoders based on their sentence representations for meaning comparison tasks. Though such representations are shown to capture hidden syntax structures the direct similarity comparison between them exhibits weak sensitivity to word order and structural differences in given sentences. A single similarity score further makes the comparison process hard to interpret. Therefore we here propose to combine sentence encoders with an alignment component by representing each sentence as a list of predicate-argument spans (where their span representations are derived from sentence encoders) and decomposing the sentence-level meaning comparison into the alignment
Time-aware topic identification in social media with pre-trained language models: A case study of electric vehicles,3,Recent extensively competitive business environment makes companies to keep their eyes on social media as there is a growing recognition over customer languages (e.g. needs interests and complaints) as source of future opportunities. This research avenue analysing social media data has received much attention in academia but their utilities are limited as most of methods provide retrospective results. Moreover the increasing number of customer-generated contents and rapidly varying topics have made the necessity of time-aware topic evolution analyses. Recently several researchers have showed the applicability of pre-trained semantic language models to social media as an input feature but leaving limitations
Bad Citrus: Reducing Adversarial Costs with Model Distances,2,Recent work by Jia et al. showed the possibility of effectively computing pairwise model distances in weight space using a model explanation technique known as LIME. This method requires query-only access to the two models under examination. We argue this insight can be leveraged by an adversary to reduce the net cost (number of queries) of launching an evasion campaign against a deployed model. We show that there is a strong negative correlation between the success rate of adversarial transfer and the distance between the victim model and the surrogate used to generate the evasive samples. Thus we propose and
Continual Training of Language Models for Few-Shot Learning,3,Recent work on applying large language models (LMs) achieves impressive performance in many NLP applications. Adapting or posttraining an LM using an unlabeled domain corpus can produce even better performance for end-tasks in the domain. This paper proposes the problem of continually extending an LM by incrementally post-train the LM with a sequence of unlabeled domain corpora to expand its knowledge without forgetting its previous skills. The goal is to improve the few-shot end-task learning in these domains. The resulting system is called CPT (Continual PostTraining) which to our knowledge is the first continual post-training system. Experimental results verify its
Revisiting and Advancing Chinese Natural Language Understanding with Accelerated Heterogeneous Knowledge Pre-training,3,Recently knowledge-enhanced pre-trained language models (KEPLMs) improve context-aware representations via learning from structured relations in knowledge graphs and/or linguistic knowledge from syntactic or dependency analysis. Unlike English there is a lack of high-performing open-source Chinese KEPLMs in the natural language processing (NLP) community to support various language understanding applications. In this paper we revisit and advance the development of Chinese natural language understanding with a series of novel Chinese KEPLMs released in various parameter sizes namely CKBERT (Chinese knowledge-enhanced BERT).Specifically both relational and linguistic knowledge is effectively injected into CKBERT based on two novel pre-training tasks i.e. linguistic-aware masked language
Experiential Explanations for Reinforcement Learning,0,Reinforcement Learning (RL) approaches are becoming increasingly popular in various key disciplines including robotics and healthcare. However many of these systems are complex and non-interpretable making it challenging for non-AI experts to understand or intervene. One of the challenges of explaining RL agent behavior is that when learning to predict future expected reward agents discard contextual information about their experiences when training in an environment and rely solely on expected utility. We propose a technique Experiential Explanations for generating local counterfactual explanations that can answer users' why-not questions by explaining qualitatively the effects of the various environmental rewards on the
A Human Rights-Based Approach to Responsible AI,0,Research on fairness accountability transparency and ethics of AI-based interventions in society has gained much-needed momentum in recent years. However it lacks an explicit alignment with a set of normative values and principles that guide this research and interventions. Rather an implicit consensus is often assumed to hold for the values we impart into our models - something that is at odds with the pluralistic world we live in. In this paper we put forth the doctrine of universal human rights as a set of globally salient and cross-culturally recognized set of values that can serve as a grounding framework
Mixed-modality Representation Learning and Pre-training for Joint Table-and-Text Retrieval in OpenQA,3,Retrieving evidences from tabular and textual resources is essential for open-domain question answering (OpenQA) which provides more comprehensive information. However training an effective dense table-text retriever is difficult due to the challenges of table-text discrepancy and data sparsity problem. To address the above challenges we introduce an optimized OpenQA Table-Text Retriever (OTTeR) to jointly retrieve tabular and textual evidences. Firstly we propose to enhance mixed-modality representation learning via two mechanisms: modality-enhanced representation and mixed-modality negative sampling strategy. Secondly to alleviate data sparsity problem and enhance the general retrieval ability we conduct retrieval-centric mixed-modality synthetic pre-training. Experimental results demonstrate that OTTeR
StreamingHub: Interactive Stream Analysis Workflows,1,Reusable data/code and reproducible analyses are foundational to quality research. This aspect however is often overlooked when designing interactive stream analysis workflows for time-series data (e.g. eye-tracking data). A mechanism to transmit informative metadata alongside data may allow such workflows to intelligently consume data propagate metadata to downstream tasks and thereby auto-generate reusable reproducible analytic outputs with zero supervision. Moreover a visual programming interface to design develop and execute such workflows may allow rapid prototyping for interdisciplinary research. Capitalizing on these ideas we propose StreamingHub a framework to build metadata propagating interactive stream analysis workflows using visual programming. We conduct
Reinforcement Learning Approach for Multi-Agent Flexible Scheduling Problems,0,Scheduling plays an important role in automated production. Its impact can be found in various fields such as the manufacturing industry the service industry and the technology industry. A scheduling problem (NP-hard) is a task of finding a sequence of job assignments on a given set of machines with the goal of optimizing the objective defined. Methods such as Operation Research Dispatching Rules and Combinatorial Optimization have been applied to scheduling problems but no solution guarantees to find the optimal solution. The recent development of Reinforcement Learning has shown success in sequential decision-making problems. This research presents a Reinforcement Learning
Enriching Vulnerability Reports Through Automated and Augmented Description Summarization,2,Security incidents and data breaches are increasing rapidly and only a fraction of them is being reported. Public vulnerability databases e.g. national vulnerability database (NVD) and common vulnerability and exposure (CVE) have been leading the effort in documenting vulnerabilities and sharing them to aid defenses. Both are known for many issues including brief vulnerability descriptions. Those descriptions play an important role in communicating the vulnerability information to security analysts in order to develop the appropriate countermeasure. Many resources provide additional information about vulnerabilities however they are not utilized to boost public repositories. In this paper we devise a pipeline to
KnowGraph-PM: a Knowledge Graph based Pricing Model for Semiconductors Supply Chains,1,Semiconductor supply chains are described by significant demand fluctuation that increases as one moves up the supply chain the so-called bullwhip effect. To counteract semiconductor manufacturers aim to optimize capacity utilization to deliver with shorter lead times and exploit this to generate revenue. Additionally in a competitive market firms seek to maintain customer relationships while applying revenue management strategies such as dynamic pricing. Price change potentially generates conflicts with customers. In this paper we present KnowGraph-PM a knowledge graph-based dynamic pricing model. The semantic model uses the potential of faster delivery and shorter lead times to define premium prices thus
How Well Do Multi-hop Reading Comprehension Models Understand Date Information?,3,Several multi-hop reading comprehension datasets have been proposed to resolve the issue of reasoning shortcuts by which questions can be answered without performing multi-hop reasoning. However the ability of multi-hop models to perform step-by-step reasoning when finding an answer to a comparison question remains unclear. It is also unclear how questions about the internal reasoning process are useful for training and evaluating question-answering (QA) systems. To evaluate the model precisely in a hierarchical manner we first propose a dataset \textit{HieraDate} with three probing tasks in addition to the main question: extraction reasoning and robustness. Our dataset is created by enhancing
Dataset Distillation for Medical Dataset Sharing,2,Sharing medical datasets between hospitals is challenging because of the privacy-protection problem and the massive cost of transmitting and storing many high-resolution medical images. However dataset distillation can synthesize a small dataset such that models trained on it achieve comparable performance with the original large dataset which shows potential for solving the existing medical sharing problems. Hence this paper proposes a novel dataset distillation-based method for medical dataset sharing. Experimental results on a COVID-19 chest X-ray image dataset show that our method can achieve high detection performance even using scarce anonymized chest X-ray images.
A Secure Federated Learning Framework for Residential Short Term Load Forecasting,2,Smart meter measurements though critical for accurate demand forecasting face several drawbacks including consumers' privacy data breach issues to name a few. Recent literature has explored Federated Learning (FL) as a promising privacy-preserving machine learning alternative which enables collaborative learning of a model without exposing private raw data for short term load forecasting. Despite its virtue standard FL is still vulnerable to an intractable cyber threat known as Byzantine attack carried out by faulty and/or malicious clients. Therefore to improve the robustness of federated short-term load forecasting against Byzantine threats we develop a state-of-the-art differentially private secured FL-based framework that
Red-Teaming the Stable Diffusion Safety Filter,0,Stable Diffusion is a recent open-source image generation model comparable to proprietary models such as DALLE Imagen or Parti. Stable Diffusion comes with a safety filter that aims to prevent generating explicit images. Unfortunately the filter is obfuscated and poorly documented. This makes it hard for users to prevent misuse in their applications and to understand the filter's limitations and improve it. We first show that it is easy to generate disturbing content that bypasses the safety filter. We then reverse-engineer the filter and find that while it aims to prevent sexual content it ignores violence gore and other similarly
CHAE: Fine-Grained Controllable Story Generation with Characters Actions and Emotions,3,Story generation has emerged as an interesting yet challenging NLP task in recent years. Some existing studies aim at generating fluent and coherent stories from keywords and outlines; while others attempt to control the global features of the story such as emotion style and topic. However these works focus on coarse-grained control on the story neglecting control on the details of the story which is also crucial for the task. To fill the gap this paper proposes a model for fine-grained control on the story which allows the generation of customized stories with characters corresponding actions and emotions arbitrarily assigned.
Mind's Eye: Grounded Language Model Reasoning through Simulation,3,Successful and effective communication between humans and AI relies on a shared experience of the world. By training solely on written text current language models (LMs) miss the grounded experience of humans in the real-world -- their failure to relate language to the physical world causes knowledge to be misrepresented and obvious mistakes in their reasoning. We present Mind's Eye a paradigm to ground language model reasoning in the physical world. Given a physical reasoning question we use a computational physics engine (DeepMind's MuJoCo) to simulate the possible outcomes and then use the simulation results as part of the input
Graph Neural Network Policies and Imitation Learning for Multi-Domain Task-Oriented Dialogues,3,Task-oriented dialogue systems are designed to achieve specific goals while conversing with humans. In practice they may have to handle simultaneously several domains and tasks. The dialogue manager must therefore be able to take into account domain changes and plan over different domains/tasks in order to deal with multidomain dialogues. However learning with reinforcement in such context becomes difficult because the state-action dimension is larger while the reward signal remains scarce. Our experimental results suggest that structured policies based on graph neural networks combined with different degrees of imitation learning can effectively handle multi-domain dialogues. The reported experiments underline the
Finding and Exploring Promising Search Space for the 0-1 Multidimensional Knapsack Problem,0,The 0-1 multidimensional knapsack problem(MKP) is a classical NP-hard combinatorial optimization problem. In this paper we propose a novel heuristic algorithm simulating evolutionary computation and large neighbourhood search for the MKP. It maintains a set of solutions and abstracts information from the solution set to generate good partial assignments. To find high-quality solutions integer programming is employed to explore the promising search space specified by the good partial assignments. Extensive experimentation with commonly used benchmark sets shows that our approach outperforms the state of the art heuristic algorithms TPTEA and DQPSO in solution quality. It finds new lower bound for
Atari-5: Distilling the Arcade Learning Environment down to Five Games,0,The Arcade Learning Environment (ALE) has become an essential benchmark for assessing the performance of reinforcement learning algorithms. However the computational cost of generating results on the entire 57-game dataset limits ALE's use and makes the reproducibility of many results infeasible. We propose a novel solution to this problem in the form of a principled methodology for selecting small but representative subsets of environments within a benchmark suite. We applied our method to identify a subset of five ALE games called Atari-5 which produces 57-game median score estimates within 10% of their true values. Extending the subset to 10-games recovers
A Review of Multilingualism in and for Ontologies,0,The Multilingual Semantic Web has been in focus for over a decade. Multilingualism in Linked Data and RDF has shown substantial adoption but this is unclear for ontologies since the last review 15 years ago. One of the design goals for OWL was internationalisation with the aim that an ontology is usable across languages and cultures. Much research to improve on multilingual ontologies has taken place in the meantime and presumably multilingual linked data could use multilingual ontologies. Therefore this review seeks to (i) elucidate and compare the modelling options for multilingual ontologies (ii) examine extant ontologies for their multilingualism
Study and security analysis of the Spanish identity card,2,The National Identity Document is a fundamental piece of documentation for the identification of citizens throughout the world. That is precisely the case of the DNI (Documento Nacional de Identidad) of Spain. Its importance has been enhanced in recent years with the addition of a chip for the authentication of users within telematic administrative services. Thus the document has since been called: electronic DNI or simply DNIe. Sensitive user information is stored in that integrated circuit such as personal and biometric data along with signature and authentication certificates. Some of the functionalities of the DNIe in its current version at
IsoVec: Controlling the Relative Isomorphism of Word Embedding Spaces,3,"The ability to extract high-quality translation dictionaries from monolingual word embedding spaces depends critically on the geometric similarity of the spaces -- their degree of ""isomorphism."" We address the root-cause of faulty cross-lingual mapping: that word embedding training resulted in the underlying spaces being non-isomorphic. We incorporate global measures of isomorphism directly into the skipgram loss function successfully increasing the relative isomorphism of trained word embedding spaces and improving their ability to be mapped to a shared cross-lingual space. The result is improved bilingual lexicon induction in general data conditions under domain mismatch and with training algorithm dissimilarities. We release"
LGTBIDS: Layer-wise Graph Theory Based Intrusion Detection System in Beyond 5G,2,The advancement in wireless communication technologies is becoming more demanding and pervasive. One of the fundamental parameters that limit the efficiency of the network are the security challenges. The communication network is vulnerable to security attacks such as spoofing attacks and signal strength attacks. Intrusion detection signifies a central approach to ensuring the security of the communication network. In this paper an Intrusion Detection System based on the framework of graph theory is proposed. A Layerwise Graph Theory-Based Intrusion Detection System (LGTBIDS) algorithm is designed to detect the attacked node. The algorithm performs the layer-wise analysis to extract the vulnerable
Demystifying Quantum Blockchain for Healthcare,2,The application of blockchain technology can be beneficial in the field of healthcare as well as in the fight against the COVID-19 epidemic. In this work the importance of blockchain is analyzed and it is observed that blockchain technology and the processes associated with it will be utilised in the healthcare systems of the future for data acquisition from sensors automatic patient monitoring and secure data storage. This technology substantially simplifies the process of carrying out operations because it can store a substantial quantity of data in a dispersed and secure manner as well as enable access whenever and wherever
Non-Uniformly Terminating Chase: Size and Complexity,1,The chase procedure originally introduced for checking implication of database constraints and later on used for computing data exchange solutions has recently become a central algorithmic tool in rule-based ontological reasoning. In this context a key problem is non-uniform chase termination: does the chase of a database w.r.t. a rule-based ontology terminate? And if this is the case what is the size of the result of the chase? We focus on guarded tuple-generating dependencies (TGDs) which form a robust rule-based ontology language and study the above central questions for the semi-oblivious version of the chase. One of our main findings
The Small Solution Hypothesis for MAPF on Directed Graphs Is True,0,The determination of the computational complexity of multi-agent pathfinding on directed graphs has been an open problem for many years. Only recently it has been established that the problem is NP-hard. Further it has been proved that it is in NP provided the short solution hypothesis for strongly connected digraphs holds. In this paper it is shown that this hypothesis is indeed true.
Process Modeling and Conformance Checking in Healthcare: A COVID-19 Case Study,1,The discipline of process mining has a solid track record of successful applications to the healthcare domain. Within such research space we conducted a case study related to the Intensive Care Unit (ICU) ward of the Uniklinik Aachen hospital in Germany. The aim of this work is twofold: developing a normative model representing the clinical guidelines for the treatment of COVID-19 patients and analyzing the adherence of the observed behavior (recorded in the information system of the hospital) to such guidelines. We show that through conformance checking techniques it is possible to analyze the care process for COVID-19 patients highlighting
Defining Cases and Variants for Object-Centric Event Data,1,The execution of processes leaves traces of event data in information systems. These event data can be analyzed through process mining techniques. For traditional process mining techniques one has to associate each event with exactly one object e.g. the company's customer. Events related to one object form an event sequence called a case. A case describes an end-to-end run through a process. The cases contained in event data can be used to discover a process model detect frequent bottlenecks or learn predictive models. However events encountered in real-life information systems e.g. ERP systems can often be associated with multiple objects.
Explanations as Programs in Probabilistic Logic Programming,0,The generation of comprehensible explanations is an essential feature of modern artificial intelligence systems. In this work we consider probabilistic logic programming an extension of logic programming which can be useful to model domains with relational structure and uncertainty. Essentially a program specifies a probability distribution over possible worlds (i.e. sets of facts). The notion of explanation is typically associated with that of a world so that one often looks for the most probable world as well as for the worlds where the query is true. Unfortunately such explanations exhibit no causal structure. In particular the chain of inferences required
SemTUI: a Framework for the Interactive Semantic Enrichment of Tabular Data,1,The large availability of datasets fosters the use of \acrshort{ml} and \acrshort{ai} technologies to gather insights study trends and predict unseen behaviours out of the world of data. Today gathering and integrating data from different sources is mainly a manual activity that requires the knowledge of expert users at an high cost in terms of both time and money. It is therefore necessary to make the process of gathering and linking data from many different sources affordable to make datasets ready to perform the desired analysis. In this work we propose the development of a comprehensive framework named SemTUI to
Drowsiness detection in drivers with a smartwatch,2,The main objective of this work is to detect early if a driver shows symptoms of sleepiness that indicate that he/she is falling asleep and in that case generate an alert to wake him/her up. To solve this problem an application has been designed that collects various parameters through a smartwatch while driving. First the application detects the driving action. Then it collects information about the most significant physiological variables of a person while driving. On the other hand given the high level of sensitivity of the data managed in the designed application in this work special attention has been
Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning,2,The overhead of non-linear functions dominates the performance of the secure multiparty computation (MPC) based privacy-preserving machine learning (PPML). This work introduces two sets of novel secure three-party computation (3PC) protocols using additive and replicated secret sharing schemes respectively. We name the whole family of protocols as Bicoptor its basis is a new sign determination protocol which relies on a clever use of the truncation protocol proposed in SecureML (S&P 2017). Our 3PC sign determination protocol only requires two communication rounds and does not involve any preprocessing. Such sign determination protocol is well-suited for computing non-linear functions in PPML e.g.
Adversarial Contrastive Learning for Evidence-aware Fake News Detection with Graph Neural Networks,3,The prevalence and perniciousness of fake news have been a critical issue on the Internet which stimulates the development of automatic fake news detection in turn. In this paper we focus on evidence-based fake news detection where several evidences are utilized to probe the veracity of news (i.e. a claim). Most previous methods first employ sequential models to embed the semantic information and then capture the claim-evidence interaction based on attention mechanisms. Despite their effectiveness they still suffer from three weaknesses. Firstly sequential models fail to integrate the relevant information that is scattered far apart in evidences. Secondly they underestimate
Probabilities of Causation: Adequate Size of Experimental and Observational Samples,0,The probabilities of causation are commonly used to solve decision-making problems. Tian and Pearl derived sharp bounds for the probability of necessity and sufficiency (PNS) the probability of sufficiency (PS) and the probability of necessity (PN) using experimental and observational data. The assumption is that one is in possession of a large enough sample to permit an accurate estimation of the experimental and observational distributions. In this study we present a method for determining the sample size needed for such estimation when a given confidence interval (CI) is specified. We further show by simulation that the proposed sample size delivered
Belief propagation generalizes backpropagation,0,The two most important algorithms in artificial intelligence are backpropagation and belief propagation. In spite of their importance the connection between them is poorly characterized. We show that when an input to backpropagation is converted into an input to belief propagation so that (loopy) belief propagation can be run on it then the result of belief propagation encodes the result of backpropagation; thus backpropagation is recovered as a special case of belief propagation. In other words we prove for apparently the first time that belief propagation generalizes backpropagation. Our analysis is a theoretical contribution which we motivate with the expectation
Unit Selection: Case Study and Comparison with A/B Test Heuristic,0,The unit selection problem defined by Li and Pearl identifies individuals who have desired counterfactual behavior patterns for example individuals who would respond positively if encouraged and would not otherwise. Li and Pearl showed by example that their unit selection model is beyond the A/B test heuristics. In this paper we reveal the essence of the A/B test heuristics which are exceptional cases of the benefit function defined by Li and Pearl. Furthermore We provided more simulated use cases of Li-Pearl's unit selection model to help decision-makers apply their model correctly explaining that A/B test heuristics are generally problematic.
eDWaaS: A Scalable Educational Data Warehouse as a Service,1,The university management is perpetually in the process of innovating policies to improve the quality of service. Intellectual growth of the students the popularity of university are some of the major areas that management strives to improve upon. Relevant historical data is needed in support of taking any decision. Furthermore providing data to various university ranking frameworks is a frequent activity in recent years. The format of such requirement changes frequently which requires efficient manual effort. Maintaining a data warehouse can be a solution to this problem. However both in-house and outsourced implementation of a dedicated data warehouse may not
Broad-persistent Advice for Interactive Reinforcement Learning Scenarios,0,The use of interactive advice in reinforcement learning scenarios allows for speeding up the learning process for autonomous agents. Current interactive reinforcement learning research has been limited to real-time interactions that offer relevant user advice to the current state only. Moreover the information provided by each interaction is not retained and instead discarded by the agent after a single use. In this paper we present a method for retaining and reusing provided knowledge allowing trainers to give general advice relevant to more than just the current state. Results obtained show that the use of broad-persistent advice substantially improves the performance
Federated Boosted Decision Trees with Differential Privacy,2,There is great demand for scalable secure and efficient privacy-preserving machine learning models that can be trained over distributed data. While deep learning models typically achieve the best results in a centralized non-secure setting different models can excel when privacy and communication constraints are imposed. Instead tree-based approaches such as XGBoost have attracted much attention for their high performance and ease of use; in particular they often achieve state-of-the-art results on tabular data. Consequently several recent works have focused on translating Gradient Boosted Decision Tree (GBDT) models like XGBoost into federated settings via cryptographic mechanisms such as Homomorphic Encryption (HE)
On the non-efficient PAC learnability of acyclic conjunctive queries,1,"This note serves three purposes: (i) we provide a self-contained exposition of the fact that conjunctive queries are not efficiently learnable in the Probably-Approximately-Correct (PAC) model paying clear attention to the complicating fact that this concept class lacks the polynomial-size fitting property a property that is tacitly assumed in much of the computational learning theory literature; (ii) we establish a strong negative PAC learnability result that applies to many restricted classes of conjunctive queries (CQs) including acyclic CQs for a wide range of notions of ""acyclicity""; (iii) we show that CQs are efficiently PAC learnable with membership queries."
An Ontological Approach to Analysing Social Service Provisioning,1,This paper introduces ontological concepts required to evaluate and manage the coverage of social services in a Smart City context. Here we focus on the perspective of key stakeholders namely social purpose organizations and the clients they serve. The Compass ontology presented here extends the Common Impact Data Standard by introducing new concepts related to key dimensions: the who (Stakeholder) the what (Need Need Satisfier Outcome) the how (Service Event) and the contributions (tracking resources). The paper first introduces key stakeholders services outcomes events needs and need satisfiers along with their definitions. Second a subset of competency questions are presented
Machine Translation between Spoken Languages and Signed Languages Represented in SignWriting,3,This paper presents work on novel machine translation (MT) systems between spoken and signed languages where signed languages are represented in SignWriting a sign language writing system. Our work seeks to address the lack of out-of-the-box support for signed languages in current MT systems and is based on the SignBank dataset which contains pairs of spoken language text and SignWriting content. We introduce novel methods to parse factorize decode and evaluate SignWriting leveraging ideas from neural factored MT. In a bilingual setup--translating from American Sign Language to (American) English--our method achieves over 30 BLEU while in two multilingual setups--translating in
Estimating productivity gains in digital automation,0,"This paper proposes a novel productivity estimation model to evaluate the effects of adopting Artificial Intelligence (AI) components in a production chain. Our model provides evidence to address the ""AI's"" Solow's Paradox. We provide (i) theoretical and empirical evidence to explain Solow's dichotomy; (ii) a data-driven model to estimate and asses productivity variations; (iii) a methodology underpinned on process mining datasets to determine the business process BP and productivity; (iv) a set of computer simulation parameters; (v) and empirical analysis on labour-distribution. These provide data on why we consider AI Solow's paradox a consequence of metric mismeasurement."
A forensic analysis of the Google Home: repairing compressed data without error correction,2,This paper provides a detailed explanation of the steps taken to extract and repair a Google Home's internal data. Starting with reverse engineering the hardware of a commercial off-the-shelf Google Home internal data is then extracted by desoldering and dumping the flash memory. As error correction is performed by the CPU using an undisclosed method a new alternative method is shown to repair a corrupted SquashFS filesystem under the assumption of a single or double bitflip per gzip-compressed fragment. Finally a new method to handle multiple possible repairs using three-valued logic is presented.
Performances of Symmetric Loss for Private Data from Exponential Mechanism,2,This study explores the robustness of learning by symmetric loss on private data. Specifically we leverage exponential mechanism (EM) on private labels. First we theoretically re-discussed properties of EM when it is used for private learning with symmetric loss. Then we propose numerical guidance of privacy budgets corresponding to different data scales and utility guarantees. Further we conducted experiments on the CIFAR-10 dataset to present the traits of symmetric loss. Since EM is a more generic differential privacy (DP) technique it being robust has the potential for it to be generalized and to make other DP techniques more robust.
Cognitive Models as Simulators: The Case of Moral Decision-Making,0,To achieve desirable performance current AI systems often require huge amounts of training data. This is especially problematic in domains where collecting data is both expensive and time-consuming e.g. where AI systems require having numerous interactions with humans collecting feedback from them. In this work we substantiate the idea of $\textit{cognitive models as simulators}$ which is to have AI systems interact with and collect feedback from cognitive models instead of humans thereby making their training process both less costly and faster. Here we leverage this idea in the context of moral decision-making by having reinforcement learning (RL) agents learn about
Comparing modern techniques for querying data starting from top-k and skyline queries,1,To make intelligent decisions over complex data by discovering a set of interesting options is something that has become very important for users of modern applications. Consequently researchers are studying new techniques to overcome limitations of traditional ways of querying data from databases as top-k queries and skyline queries. Over the past few years new methods have been developed as Flexible Skylines Regret Minimization and Skyline ordering/ranking. The aim of this survey is to describe these techniques and some their possible variants comparing them and explaining how they improve traditional methods.
Security and Privacy Concerns in Cloud-based Scientific and Business Workflows: A Systematic Review,2,Today the number of data-intensive and compute-intensive applications like business and scientific workflows has dramatically increased which made cloud computing more popular in the matter of delivering a large amount of computing resources on demand. On the other hand security is a critical issue affecting the wide adoption of cloud technologies especially for workflows that are mostly dealing with sensitive data and tasks. In this paper we carry out a review of the state-of-the-art on how security and privacy concerns in scientific and business workflows in cloud environments are being addressed and identify the limitations and gaps in the current
Better Than Whitespace: Information Retrieval for Languages without Custom Tokenizers,3,"Tokenization is a crucial step in information retrieval especially for lexical matching algorithms where the quality of indexable tokens directly impacts the effectiveness of a retrieval system. Since different languages have unique properties the design of the tokenization algorithm is usually language-specific and requires at least some lingustic knowledge. However only a handful of the 7000+ languages on the planet benefit from specialized custom-built tokenization algorithms while the other languages are stuck with a ""default"" whitespace tokenizer which cannot capture the intricacies of different languages. To address this challenge we propose a different approach to tokenization for lexical matching retrieval"
Once is Enough: A Light-Weight Cross-Attention for Fast Sentence Pair Modeling,3,Transformer-based models have achieved great success on sentence pair modeling tasks such as answer selection and natural language inference (NLI). These models generally perform cross-attention over input pairs leading to prohibitive computational costs. Recent studies propose dual-encoder and late interaction architectures for faster computation. However the balance between the expressive of cross-attention and computation speedup still needs better coordinated. To this end this paper introduces a novel paradigm MixEncoder for efficient sentence pair modeling. MixEncoder involves a light-weight cross-attention mechanism. It conducts query encoding only once while modeling the query-candidate interaction in parallel. Extensive experiments conducted on four tasks demonstrate
xDBTagger: Explainable Natural Language Interface to Databases Using Keyword Mappings and Schema Graph,1,Translating natural language queries (NLQ) into structured query language (SQL) in interfaces to relational databases is a challenging task that has been widely studied by researchers from both the database and natural language processing communities. Numerous works have been proposed to attack the natural language interfaces to databases (NLIDB) problem either as a conventional pipeline-based or an end-to-end deep-learning-based solution. Nevertheless regardless of the approach preferred such solutions exhibit black-box nature which makes it difficult for potential users targeted by these systems to comprehend the decisions made to produce the translated SQL. To this end we propose xDBTagger an explainable
